food_id,canonical_name,display_name,food_family_name,entity_level,food_group,food_subgroup,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,food_subgroup_detail,processing_state,preservation_state,fibre_g_100g,sugars_g_100g,salt_g_100g,water_g_100g,alcohol_g_100g,helper_macro_profile,helper_use_as_protein,helper_use_as_carb_side,helper_use_as_veg_side,helper_is_sweet,helper_is_salty,helper_is_drink,helper_is_vegetarian,helper_is_vegan,helper_protein_bucket,helper_carb_bucket,helper_veg_bucket,primary_source_uid,primary_source_name,primary_source_ciqual_code,primary_source_name_tags,qc_macro_complete,qc_taxonomy_complete,qc_canonicalization_status,qc_scope_status,qc_source_merge_count,qc_notes
food_cod_roasted_baked,cod_roasted_baked,"Cod, roasted/baked",Cod,semi_atomic,"meat, egg and fish","fish, cooked",94.6,22.3,,0.6,,baked;roasted,,0.0,0.0,0.23,76.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,cod-roasted-baked_26023,"Cod, roasted/baked",26023,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_cod_salted_boiled_cooked_in_water,cod_salted_boiled_cooked_in_water,"Cod, salted, boiled/cooked in water",Cod,semi_atomic,"meat, egg and fish","fish, cooked",113.0,26.0,,1.01,,cooked,,0.0,0.0,5.8,67.4,0.0,protein_high;fat_low,True,False,False,False,True,,,,fish_white,,,cod-salted-boiled-cooked-in-water_26024,"Cod, salted, boiled/cooked in water",26024,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_cod_steamed,cod_steamed,"Cod, steamed",Cod,semi_atomic,"meat, egg and fish","fish, cooked",106.0,24.5,,0.95,,cooked,,0.0,0.0,0.16,73.4,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,cod-steamed_26025,"Cod, steamed",26025,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_mullet_roasted_baked,mullet_roasted_baked,"Mullet, roasted/baked",Mullet,semi_atomic,"meat, egg and fish","fish, cooked",143.0,24.8,,4.86,,baked;roasted,,0.0,0.0,0.18,70.5,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,mullet-roasted-baked_26026,"Mullet, roasted/baked",26026,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_ray_roasted_baked,ray_roasted_baked,"Ray, roasted/baked",Ray,semi_atomic,"meat, egg and fish","fish, cooked",96.3,23.0,,0.5,,baked;roasted,,0.0,0.0,0.38,75.9,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,ray-roasted-baked_26031,"Ray, roasted/baked",26031,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_nursehound_or_lesser_spotted_dogfish_cooked,nursehound_or_lesser_spotted_dogfish_cooked,"Nursehound or lesser spotted dogfish, cooked",Nursehound or lesser spotted dogfish,semi_atomic,"meat, egg and fish","fish, cooked",256.0,25.4,,17.2,,cooked,,0.0,0.0,0.2,,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,nursehound-or-lesser-spotted-dogfish-cooked_26033,"Nursehound or lesser spotted dogfish, cooked",26033,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_salmon_steamed,salmon_steamed,"Salmon, steamed",Salmon,semi_atomic,"meat, egg and fish","fish, cooked",195.0,23.0,,11.5,,cooked,,0.0,0.0,0.13,63.5,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,salmon-steamed_26038,"Salmon, steamed",26038,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_tuna_roasted_baked,tuna_roasted_baked,"Tuna, roasted/baked",Tuna,semi_atomic,"meat, egg and fish","fish, cooked",136.0,29.9,,1.83,,baked;roasted,,0.0,0.0,0.14,66.9,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_fatty,,,tuna-roasted-baked_26041,"Tuna, roasted/baked",26041,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_sole_steamed,common_sole_steamed,"Common sole, steamed",Common sole,semi_atomic,"meat, egg and fish","fish, cooked",94.6,20.3,,1.48,,cooked,,0.0,0.0,0.41,77.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,common-sole-steamed_26059,"Common sole, steamed",26059,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_sole_roasted_baked,common_sole_roasted_baked,"Common sole, roasted/baked",Common sole,semi_atomic,"meat, egg and fish","fish, cooked",78.2,15.7,,1.69,,baked;roasted,,0.0,0.0,0.29,82.4,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,common-sole-roasted-baked_26060,"Common sole, roasted/baked",26060,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_sole_boiled_cooked_in_water,common_sole_boiled_cooked_in_water,"Common sole, boiled/cooked in water",Common sole,semi_atomic,"meat, egg and fish","fish, cooked",69.0,15.0,,1.0,,cooked,,0.0,0.0,0.21,84.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,common-sole-boiled-cooked-in-water_26061,"Common sole, boiled/cooked in water",26061,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_sole_fried,common_sole_fried,"Common sole, fried",Common sole,semi_atomic,"meat, egg and fish","fish, cooked",72.2,15.8,,1.0,,fried,,0.0,0.0,0.36,83.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,common-sole-fried_26062,"Common sole, fried",26062,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_ray_cooked_in_an_aromatic_stock,ray_cooked_in_an_aromatic_stock,"Ray, cooked in an aromatic stock",Ray,semi_atomic,"meat, egg and fish","fish, cooked",97.8,23.2,,0.57,,cooked,,0.0,0.0,0.4,73.7,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,ray-cooked-in-an-aromatic-stock_26073,"Ray, cooked in an aromatic stock",26073,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_anglerfish_grilled,anglerfish_grilled,"Anglerfish, grilled",Anglerfish,semi_atomic,"meat, egg and fish","fish, cooked",98.2,23.0,,0.68,,grilled,,0.0,0.0,0.061,75.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,anglerfish-grilled_26081,"Anglerfish, grilled",26081,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_swordfish_roasted_baked,swordfish_roasted_baked,"Swordfish, roasted/baked",Swordfish,semi_atomic,"meat, egg and fish","fish, cooked",266.0,28.7,,16.9,,baked;roasted,,0.0,0.0,0.18,52.9,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,swordfish-roasted-baked_26093,"Swordfish, roasted/baked",26093,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_turbot_roasted_baked,turbot_roasted_baked,"Turbot, roasted/baked",Turbot,semi_atomic,"meat, egg and fish","fish, cooked",118.0,21.3,,3.64,,baked;roasted,,0.0,0.0,0.25,72.7,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,turbot-roasted-baked_26094,"Turbot, roasted/baked",26094,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_hake_braised,european_hake_braised,"European hake, braised","European hake, braised",semi_atomic,"meat, egg and fish","fish, cooked",112.0,21.2,,3.0,,,,0.0,0.0,0.25,74.4,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,european-hake-braised_26120,"European hake, braised",26120,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_haddock_grilled_pan_fried,haddock_grilled_pan_fried,"Haddock, grilled/pan-fried",Haddock,semi_atomic,"meat, egg and fish","fish, cooked",84.9,20.0,,0.55,,fried;grilled,,0.0,0.0,0.65,79.7,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,haddock-grilled-pan-fried_26126,"Haddock, grilled/pan-fried",26126,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_pilchard_or_sardine_grilled,european_pilchard_or_sardine_grilled,"European pilchard or sardine, grilled",European pilchard or sardine,semi_atomic,"meat, egg and fish","fish, cooked",194.0,25.1,,10.4,,grilled,,0.0,0.0,0.35,64.0,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,european-pilchard-or-sardine-grilled_26136,"European pilchard or sardine, grilled",26136,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_snapper_cooked,snapper_cooked,"Snapper, cooked",Snapper,semi_atomic,"meat, egg and fish","fish, cooked",121.0,26.3,,1.72,,cooked,,0.0,0.0,0.14,71.7,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,snapper-cooked_26147,"Snapper, cooked",26147,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_spiny_scorpionfish_steamed,spiny_scorpionfish_steamed,"Spiny scorpionfish, steamed",Spiny scorpionfish,semi_atomic,"meat, egg and fish","fish, cooked",126.0,24.6,,3.1,,cooked,,0.0,0.0,0.22,71.7,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,spiny-scorpionfish-steamed_26148,"Spiny scorpionfish, steamed",26148,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pollock_cooked,pollock_cooked,"Pollock, cooked",Pollock,semi_atomic,"meat, egg and fish","fish, cooked",100.0,24.4,,0.3,,cooked,,0.0,0.0,0.23,74.1,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,pollock-cooked_26192,"Pollock, cooked",26192,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_salmon_microwaved_farmed,salmon_microwaved_farmed,"Salmon, microwaved, farmed","Salmon, microwaved, farmed",semi_atomic,"meat, egg and fish","fish, cooked",200.0,24.2,,11.4,,,,0.0,0.0,0.098,63.0,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,salmon-microwaved-farmed_26211,"Salmon, microwaved, farmed",26211,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_salmon_boiled_cooked_in_water_farmed,salmon_boiled_cooked_in_water_farmed,"Salmon, boiled/cooked in water, farmed",Salmon,semi_atomic,"meat, egg and fish","fish, cooked",193.0,25.0,,10.3,,cooked,,0.0,0.0,0.084,63.4,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,salmon-boiled-cooked-in-water-farmed_26217,"Salmon, boiled/cooked in water, farmed",26217,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_black_seabream_roasted_baked,black_seabream_roasted_baked,"Black seabream, roasted/baked",Black seabream,semi_atomic,"meat, egg and fish","fish, cooked",121.0,22.9,,3.3,,baked;roasted,,0.0,0.0,,71.0,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,black-seabream-roasted-baked_26222,"Black seabream, roasted/baked",26222,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_salmon_grilled_pan_fried,salmon_grilled_pan_fried,"Salmon, grilled/pan-fried",Salmon,semi_atomic,"meat, egg and fish","fish, cooked",223.0,25.5,,13.5,,fried;grilled,,0.0,0.0,0.11,60.1,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,salmon-grilled-pan-fried_26229,"Salmon, grilled/pan-fried",26229,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_salmon_farmed_roasted_baked,salmon_farmed_roasted_baked,"Salmon, farmed, roasted/baked","Salmon, farmed",semi_atomic,"meat, egg and fish","fish, cooked",210.0,22.1,,13.5,,baked;roasted,,0.0,0.0,0.15,62.2,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,salmon-farmed-roasted-baked_26230,"Salmon, farmed, roasted/baked",26230,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_ling_cooked,ling_cooked,"Ling, cooked",Ling,semi_atomic,"meat, egg and fish","fish, cooked",105.0,24.5,,0.82,,cooked,,0.0,0.0,0.21,73.9,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,ling-cooked_26234,"Ling, cooked",26234,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_greenland_halibut_steamed,greenland_halibut_steamed,"Greenland halibut, steamed",Greenland halibut,semi_atomic,"meat, egg and fish","fish, cooked",173.0,17.3,,11.6,,cooked,,0.0,0.0,0.36,68.8,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,greenland-halibut-steamed_26247,"Greenland halibut, steamed",26247,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_common_sole_grilled,common_sole_grilled,"Common sole, grilled",Common sole,semi_atomic,"meat, egg and fish","fish, cooked",96.7,23.6,,0.3,,grilled,,0.0,0.0,0.37,75.6,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,common-sole-grilled_26248,"Common sole, grilled",26248,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_eel_roasted_baked,eel_roasted_baked,"Eel, roasted/baked",Eel,semi_atomic,"meat, egg and fish","fish, cooked",229.0,23.6,,15.0,,baked;roasted,,0.0,0.0,0.16,59.3,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,eel-roasted-baked_27000,"Eel, roasted/baked",27000,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_eel_boiled_cooked_in_water,eel_boiled_cooked_in_water,"Eel, boiled/cooked in water",Eel,semi_atomic,"meat, egg and fish","fish, cooked",197.0,20.5,,12.7,,cooked,,0.0,0.0,,62.0,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,eel-boiled-cooked-in-water_27001,"Eel, boiled/cooked in water",27001,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_northern_pike_roasted_baked,northern_pike_roasted_baked,"Northern pike, roasted/baked",Northern pike,semi_atomic,"meat, egg and fish","fish, cooked",100.0,23.1,,0.88,,baked;roasted,,0.0,0.0,0.12,74.7,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,northern-pike-roasted-baked_27002,"Northern pike, roasted/baked",27002,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_carp_roasted_baked,carp_roasted_baked,"Carp, roasted/baked",Carp,semi_atomic,"meat, egg and fish","fish, cooked",151.0,21.6,,7.17,,baked;roasted,,0.0,0.0,0.16,69.6,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,carp-roasted-baked_27004,"Carp, roasted/baked",27004,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_perch_roasted_baked,european_perch_roasted_baked,"European perch, roasted/baked",European perch,semi_atomic,"meat, egg and fish","fish, cooked",119.0,22.1,,3.42,,baked;roasted,,0.0,0.0,0.096,73.7,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,european-perch-roasted-baked_27005,"European perch, roasted/baked",27005,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_trout_roasted_baked,trout_roasted_baked,"Trout, roasted/baked",Trout,semi_atomic,"meat, egg and fish","fish, cooked",183.0,26.6,,8.47,,baked;roasted,,0.0,0.0,0.17,63.4,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_fatty,,,trout-roasted-baked_27006,"Trout, roasted/baked",27006,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_trout_steamed,trout_steamed,"Trout, steamed",Trout,semi_atomic,"meat, egg and fish","fish, cooked",99.4,19.0,,2.6,,cooked,,0.0,0.0,,75.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_fatty,,,trout-steamed_27007,"Trout, steamed",27007,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_rainbow_trout_farmed_roasted_baked,rainbow_trout_farmed_roasted_baked,"Rainbow trout, farmed, roasted/baked","Rainbow trout, farmed",semi_atomic,"meat, egg and fish","fish, cooked",143.0,21.5,,6.33,,baked;roasted,,0.0,0.0,0.13,71.0,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_fatty,,,rainbow-trout-farmed-roasted-baked_27014,"Rainbow trout, farmed, roasted/baked",27014,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_rainbow_trout_farmed_steamed,rainbow_trout_farmed_steamed,"Rainbow trout, farmed, steamed","Rainbow trout, farmed",semi_atomic,"meat, egg and fish","fish, cooked",117.0,20.0,,4.14,,cooked,,0.0,0.0,,75.0,0.0,protein_high,True,False,False,False,False,,,,fish_fatty,,,rainbow-trout-farmed-steamed_27015,"Rainbow trout, farmed, steamed",27015,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pangasius_filets_cooked,pangasius_filets_cooked,"Pangasius, filets, cooked","Pangasius, filets",semi_atomic,"meat, egg and fish","fish, cooked",79.0,17.5,,1.0,,cooked,,0.0,0.0,0.58,80.6,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,pangasius-filets-cooked_27018,"Pangasius, filets, cooked",27018,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_bass_roasted_baked,european_bass_roasted_baked,"European bass, roasted/baked",European bass,semi_atomic,"meat, egg and fish","fish, cooked",147.0,22.2,,6.51,,baked;roasted,,0.0,0.0,0.17,69.1,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,european-bass-roasted-baked_27030,"European bass, roasted/baked",27030,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_gilthead_seabream_roasted_baked,gilthead_seabream_roasted_baked,"Gilthead seabream, roasted/baked",Gilthead seabream,semi_atomic,"meat, egg and fish","fish, cooked",148.0,23.6,,5.9,,baked;roasted,,0.0,0.0,0.18,68.8,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,gilthead-seabream-roasted-baked_27031,"Gilthead seabream, roasted/baked",27031,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
