food_id,canonical_name,display_name,food_family_name,entity_level,food_group,food_subgroup,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,food_subgroup_detail,processing_state,preservation_state,fibre_g_100g,sugars_g_100g,salt_g_100g,water_g_100g,alcohol_g_100g,helper_macro_profile,helper_use_as_protein,helper_use_as_carb_side,helper_use_as_veg_side,helper_is_sweet,helper_is_salty,helper_is_drink,helper_is_vegetarian,helper_is_vegan,helper_protein_bucket,helper_carb_bucket,helper_veg_bucket,primary_source_uid,primary_source_name,primary_source_ciqual_code,primary_source_name_tags,qc_macro_complete,qc_taxonomy_complete,qc_canonicalization_status,qc_scope_status,qc_source_merge_count,qc_notes
food_veal_neck_braised_or_boiled,veal_neck_braised_or_boiled,"Veal, neck, braised or boiled","Veal, neck, braised or boiled",semi_atomic,"meat, egg and fish",cooked meat,233.0,34.9,,10.4,beef and veal,cooked,,0.0,,,53.9,0.0,protein_high;fat_high,True,False,False,False,False,,,,lean_red,,,veal-neck-braised-or-boiled_6591,"Veal, neck, braised or boiled",6591,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pork_shoulder_raw,pork_shoulder_raw,"Pork shoulder, raw",Pork shoulder,atomic,"meat, egg and fish",cooked meat,208.0,24.8,,12.1,pork,raw,,0.0,,0.18,63.4,0.0,protein_high;fat_high,True,False,False,False,False,,,,lean_red,,,pork-shoulder-raw_28009,"Pork shoulder, raw",28009,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pork_round_steak_cooked,pork_round_steak_cooked,"Pork, round steak, cooked","Pork, round steak",semi_atomic,"meat, egg and fish",cooked meat,266.0,36.9,,13.1,pork,cooked,,0.0,,0.18,48.6,0.0,protein_high;fat_high,True,False,False,False,False,,,,lean_red,,,pork-round-steak-cooked_28103,"Pork, round steak, cooked",28103,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pork_filet_mignon_cooked,pork_filet_mignon_cooked,"Pork filet mignon, cooked",Pork filet mignon,semi_atomic,"meat, egg and fish",cooked meat,168.0,26.1,,7.1,pork,cooked,,0.0,,0.13,,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,lean_red,,,pork-filet-mignon-cooked_28203,"Pork filet mignon, cooked",28203,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_pork_ham_escalope_cooked,pork_ham_escalope_cooked,"Pork, ham escalope, cooked","Pork, ham escalope",semi_atomic,"meat, egg and fish",cooked meat,200.0,36.0,,6.2,pork,cooked,,0.0,,0.19,,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,processed_meat,,,pork-ham-escalope-cooked_28461,"Pork, ham escalope, cooked",28461,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lamb_cutlet_grilled,lamb_cutlet_grilled,"Lamb cutlet, grilled",Lamb cutlet,semi_atomic,"meat, egg and fish",cooked meat,240.0,25.7,,15.2,lamb and mutton,grilled,,0.0,,0.31,58.0,0.0,protein_high;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-cutlet-grilled_21501,"Lamb cutlet, grilled",21501,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lamb_neck_braised_or_boiled,lamb_neck_braised_or_boiled,"Lamb, neck, braised or boiled","Lamb, neck, braised or boiled",semi_atomic,"meat, egg and fish",cooked meat,365.0,33.6,,25.6,lamb and mutton,cooked,,0.0,,,40.6,0.0,protein_high;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-neck-braised-or-boiled_21508,"Lamb, neck, braised or boiled",21508,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lamb_chop_fillet_grilled_pan_fried,lamb_chop_fillet_grilled_pan_fried,"Lamb, chop fillet, grilled/pan-fried","Lamb, chop fillet",semi_atomic,"meat, egg and fish",cooked meat,157.0,26.3,,5.78,lamb and mutton,fried;grilled,,0.0,,,67.7,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-chop-fillet-grilled-pan-fried_21509,"Lamb, chop fillet, grilled/pan-fried",21509,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lamb_leg_grilled_pan_fried,lamb_leg_grilled_pan_fried,"Lamb, leg, grilled/pan-fried","Lamb, leg",semi_atomic,"meat, egg and fish",cooked meat,174.0,27.6,,7.08,lamb and mutton,fried;grilled,,0.0,,,64.8,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-leg-grilled-pan-fried_21518,"Lamb, leg, grilled/pan-fried",21518,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lamb_leg_braised,lamb_leg_braised,"Lamb, leg, braised","Lamb, leg, braised",semi_atomic,"meat, egg and fish",cooked meat,222.0,35.2,,9.03,lamb and mutton,,,0.0,,,55.2,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-leg-braised_21519,"Lamb, leg, braised",21519,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lamb_saddle_grilled_pan_fried,lamb_saddle_grilled_pan_fried,"Lamb, saddle, grilled/pan-fried","Lamb, saddle",semi_atomic,"meat, egg and fish",cooked meat,153.0,26.1,,5.45,lamb and mutton,fried;grilled,,0.0,,,68.3,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,lean_red,,,lamb-saddle-grilled-pan-fried_21520,"Lamb, saddle, grilled/pan-fried",21520,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_topside_grilled_pan_fried,horse_topside_grilled_pan_fried,"Horse, topside, grilled/pan-fried","Horse, topside",semi_atomic,"meat, egg and fish",cooked meat,135.0,27.9,,2.58,other meats,fried;grilled,,0.0,,,68.7,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,horse-topside-grilled-pan-fried_6906,"Horse, topside, grilled/pan-fried",6906,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_sirloin_steak_grilled_pan_fried,horse_sirloin_steak_grilled_pan_fried,"Horse, sirloin steak, grilled/pan-fried","Horse, sirloin steak",semi_atomic,"meat, egg and fish",cooked meat,163.0,26.6,,6.27,other meats,fried;grilled,,0.0,,,65.5,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,horse-sirloin-steak-grilled-pan-fried_6907,"Horse, sirloin steak, grilled/pan-fried",6907,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_rib_steak_grilled_pan_fried,horse_rib_steak_grilled_pan_fried,"Horse, rib steak, grilled/pan-fried","Horse, rib steak",semi_atomic,"meat, egg and fish",cooked meat,169.0,28.2,,6.24,other meats,fried;grilled,,0.0,,,64.4,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,horse-rib-steak-grilled-pan-fried_6908,"Horse, rib steak, grilled/pan-fried",6908,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_sirloin_steak_roasted_baked,horse_sirloin_steak_roasted_baked,"Horse, sirloin steak, roasted/baked","Horse, sirloin steak",semi_atomic,"meat, egg and fish",cooked meat,173.0,28.3,,6.68,other meats,baked;roasted,,0.0,,,63.2,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,horse-sirloin-steak-roasted-baked_6909,"Horse, sirloin steak, roasted/baked",6909,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_topside_roasted_baked,horse_topside_roasted_baked,"Horse, topside, roasted/baked","Horse, topside",semi_atomic,"meat, egg and fish",cooked meat,144.0,29.7,,2.75,other meats,baked;roasted,,0.0,,,66.6,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,horse-topside-roasted-baked_6910,"Horse, topside, roasted/baked",6910,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_duck_magret_cooked_in_pan,duck_magret_cooked_in_pan,"Duck, magret, cooked in pan","Duck, magret",semi_atomic,"meat, egg and fish",cooked meat,222.0,26.7,,12.8,other meats,cooked,,0.0,0.0,1.09,61.7,0.0,protein_high;fat_high,True,False,False,False,False,,,,animal_fatty,,,duck-magret-cooked-in-pan_36205,"Duck, magret, cooked in pan",36205,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_beef_rib_raw,beef_rib_raw,"Beef, rib, raw","Beef, rib",atomic,"meat, egg and fish",raw meat,251.0,18.7,,19.6,beef and veal,raw,,0.0,,0.16,,0.0,protein_high;fat_high,True,False,False,False,False,,,,lean_red,,,beef-rib-raw_6001,"Beef, rib, raw",6001,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_veal_minced_steak_15_fat_raw,veal_minced_steak_15_fat_raw,"Veal, minced steak, 15% fat, raw","Veal, minced steak, 15 fat",atomic,"meat, egg and fish",raw meat,208.0,18.2,,15.0,beef and veal,raw,,0.0,,0.17,,0.0,protein_high;fat_high,True,False,False,False,False,,,,lean_red,,,veal-minced-steak-15-fat-raw_6536,"Veal, minced steak, 15% fat, raw",6536,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_calf_foot_raw,calf_foot_raw,"Calf, foot, raw","Calf, foot",atomic,"meat, egg and fish",raw meat,184.0,19.1,,12.0,beef and veal,raw,,0.0,,0.12,,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,calf-foot-raw_6580,"Calf, foot, raw",6580,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_veal_neck_raw,veal_neck_raw,"Veal, neck, raw","Veal, neck",atomic,"meat, egg and fish",raw meat,133.0,19.8,,5.92,beef and veal,raw,,0.0,,0.15,73.8,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,lean_red,,,veal-neck-raw_6590,"Veal, neck, raw",6590,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_chicken_eviscerated_without_offal_raw,chicken_eviscerated_without_offal_raw,"Chicken, eviscerated without offal, raw","Chicken, eviscerated without offal",atomic,"meat, egg and fish",raw meat,210.0,18.6,,15.1,poultry,raw,,0.0,,0.18,,0.0,protein_high;fat_high,True,False,False,False,False,,,,animal_lean,,,chicken-eviscerated-without-offal-raw_36020,"Chicken, eviscerated without offal, raw",36020,without_offal,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_mutton_meat_raw,mutton_meat_raw,"Mutton, meat, raw","Mutton, meat",atomic,"meat, egg and fish",raw meat,137.0,20.6,,6.11,lamb and mutton,raw,,0.0,,0.22,74.2,0.0,protein_high;fat_moderate,True,False,False,False,False,,,,fish_white,,,mutton-meat-raw_21001,"Mutton, meat, raw",21001,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_sheep_foot_raw,sheep_foot_raw,"Sheep, foot, raw","Sheep, foot",atomic,"meat, egg and fish",raw meat,204.0,18.1,,14.6,lamb and mutton,raw,,0.0,,0.19,,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,sheep-foot-raw_21004,"Sheep, foot, raw",21004,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_sheep_head_raw,sheep_head_raw,"Sheep, head, raw","Sheep, head",atomic,"meat, egg and fish",raw meat,204.0,18.1,,14.6,lamb and mutton,raw,,0.0,,0.19,,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,sheep-head-raw_21005,"Sheep, head, raw",21005,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_mutton_leg_raw,mutton_leg_raw,"Mutton, leg, raw","Mutton, leg",atomic,"meat, egg and fish",raw meat,225.0,18.0,,17.0,lamb and mutton,raw,,0.0,,0.2,64.0,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,mutton-leg-raw_21006,"Mutton, leg, raw",21006,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lamb_neck_raw,lamb_neck_raw,"Lamb, neck, raw","Lamb, neck",atomic,"meat, egg and fish",raw meat,195.0,18.0,,13.7,lamb and mutton,raw,,0.0,,0.2,68.2,0.0,protein_high;fat_high,True,False,False,False,False,,,,lean_red,,,lamb-neck-raw_21514,"Lamb, neck, raw",21514,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_topside_raw,horse_topside_raw,"Horse, topside, raw","Horse, topside",atomic,"meat, egg and fish",raw meat,106.0,22.7,,1.68,other meats,raw,,0.0,,,,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,horse-topside-raw_6903,"Horse, topside, raw",6903,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_sirloin_steak_raw,horse_sirloin_steak_raw,"Horse, sirloin steak, raw","Horse, sirloin steak",atomic,"meat, egg and fish",raw meat,121.0,22.2,,3.58,other meats,raw,,0.0,,,,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,horse-sirloin-steak-raw_6904,"Horse, sirloin steak, raw",6904,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_rib_steak_raw,horse_rib_steak_raw,"Horse, rib steak, raw","Horse, rib steak",atomic,"meat, egg and fish",raw meat,118.0,22.1,,3.34,other meats,raw,,0.0,,,,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,horse-rib-steak-raw_6905,"Horse, rib steak, raw",6905,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_duck_leg_meat_and_skin_raw,duck_leg_meat_and_skin_raw,"Duck, leg, meat and skin, raw","Duck, leg, meat and skin",atomic,"meat, egg and fish",raw meat,103.0,18.7,,3.1,other meats,raw,,0.0,,0.26,72.3,0.0,protein_high,True,False,False,False,False,,,,animal_fatty,,,duck-leg-meat-and-skin-raw_36203,"Duck, leg, meat and skin, raw",36203,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_smoked_sausage_raw,smoked_sausage_raw,"Smoked sausage, raw",Smoked sausage,semi_atomic,"meat, egg and fish",delicatessen meat and similar,343.5,16.8,,30.7,sausages,raw;smoked,,,0.0,1.89,49.5,0.0,protein_high;fat_high,True,False,False,False,True,,,,processed_meat,,,smoked-sausage-raw_30102,"Smoked sausage, raw",30102,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_smoked_alsatian_sausage_or_landjager,smoked_alsatian_sausage_or_landjager,Smoked Alsatian sausage or Landjäger,Smoked alsatian sausage or landjager,semi_atomic,"meat, egg and fish",delicatessen meat and similar,300.1,19.0,,24.9,sausages,smoked,,,,2.75,49.5,0.0,protein_high;fat_high,True,False,False,False,True,,,,processed_meat,,,smoked-alsatian-sausage-or-landjager_30125,Smoked Alsatian sausage or Landjäger,30125,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_merguez_sausage_pure_beef_raw,merguez_sausage_pure_beef_raw,"Merguez sausage, pure beef, raw","Merguez sausage, pure beef",atomic,"meat, egg and fish",delicatessen meat and similar,435.5,11.0,,43.5,sausages,raw,,0.0,,,39.8,0.0,protein_high;fat_high,True,False,False,False,False,,,,processed_meat,,,merguez-sausage-pure-beef-raw_30152,"Merguez sausage, pure beef, raw",30152,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_merguez_sausage_pork_and_beef_raw,merguez_sausage_pork_and_beef_raw,"Merguez sausage, pork and beef, raw","Merguez sausage, pork and beef",atomic,"meat, egg and fish",delicatessen meat and similar,415.0,11.5,,41.0,sausages,raw,,0.0,,,42.5,0.0,protein_high;fat_high,True,False,False,False,False,,,,processed_meat,,,merguez-sausage-pork-and-beef-raw_30153,"Merguez sausage, pork and beef, raw",30153,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_merguez_sausage_beef_mutton_and_pork_raw,merguez_sausage_beef_mutton_and_pork_raw,"Merguez sausage, beef, mutton and pork, raw","Merguez sausage, beef, mutton and pork",atomic,"meat, egg and fish",delicatessen meat and similar,358.1,14.6,,33.3,sausages,raw,,0.0,,,51.7,0.0,protein_high;fat_high,True,False,False,False,False,,,,processed_meat,,,merguez-sausage-beef-mutton-and-pork-raw_30154,"Merguez sausage, beef, mutton and pork, raw",30154,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_diot_sausage_from_savoy_raw,diot_sausage_from_savoy_raw,"Diot, sausage from Savoy, raw",Diot,atomic,"meat, egg and fish",delicatessen meat and similar,342.0,18.0,,30.0,sausages,raw,,0.0,,2.25,,0.0,protein_high;fat_high,True,False,False,False,True,,,,fish_white,,,diot-sausage-from-savoy-raw_30177,"Diot (sausage from Savoy), raw",30177,sausage_from_savoy,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_viennese_sausage_pork_and_veal_raw,viennese_sausage_pork_and_veal_raw,"Viennese sausage, pork and veal, raw","Viennese sausage, pork and veal",atomic,"meat, egg and fish",delicatessen meat and similar,232.9,10.3,,21.3,sausages,raw,,,,,56.8,0.0,protein_high;fat_high,True,False,False,False,False,,,,processed_meat,,,viennese-sausage-pork-and-veal-raw_30750,"Viennese sausage, pork and veal, raw",30750,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_beer_sausage,beer_sausage,Beer sausage,Beer sausage,semi_atomic,"meat, egg and fish",delicatessen meat and similar,319.3,13.0,,29.7,sausages,,,,,,53.6,0.0,protein_high;fat_high,,,,False,False,True,,,,,,beer-sausage_30766,Beer sausage,30766,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_tongue_sausage_with_pistachios,tongue_sausage_with_pistachios,Tongue sausage with pistachios,Tongue sausage with pistachios,semi_atomic,"meat, egg and fish",delicatessen meat and similar,293.4,15.3,,25.8,sausages,,,,,,55.6,0.0,protein_high;fat_high,True,False,False,False,False,,,,processed_meat,,,tongue-sausage-w-pistachios_30778,Tongue sausage w pistachios,30778,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_ham_pate,ham_pate,Ham pâté,Ham pate,semi_atomic,"meat, egg and fish",delicatessen meat and similar,318.2,15.2,,28.6,pâtés and terrines,,,,0.52,0.18,56.6,0.0,protein_high;fat_high,True,False,False,False,False,,,,processed_meat,,,ham-pate_8206,Ham pâté,8206,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_rillettes_from_tours,rillettes_from_tours,Rillettes from Tours,Rillettes from tours,semi_atomic,"meat, egg and fish",delicatessen meat and similar,522.0,18.0,,50.0,rillettes,,,,,,,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,rillettes-from-tours_8010,Rillettes from Tours,8010,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_rillettes_pure_goose,rillettes_pure_goose,"Rillettes, pure goose","Rillettes, pure goose",semi_atomic,"meat, egg and fish",delicatessen meat and similar,417.0,14.7,,39.8,rillettes,,,,,1.3,,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,rillettes-pure-goose_8025,"Rillettes, pure goose",8025,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_duck_confit_conserved_in_rendered_fat_meat_leg_without_skin_reheated,duck_confit_conserved_in_rendered_fat_meat_leg_without_skin_reheated,"Duck confit, conserved in rendered fat, meat, leg without skin, reheated","Duck confit, meat without skin",semi_atomic,"meat, egg and fish",delicatessen meat and similar,195.0,32.0,,7.4,other delicatessen,,,0.0,,1.89,58.0,0.0,protein_high;fat_moderate,True,False,False,False,True,,,,animal_fatty,,,duck-confit-conserved-in-rendered-fat-meat-leg-without-skin-reheated_8109,"Duck confit (conserved in rendered fat), meat (leg) without skin, reheated",8109,without_skin;conserved_in_rendered_fat;leg,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_egg_in_aspic_with_ham,egg_in_aspic_with_ham,"Egg in aspic, with ham","Egg in aspic, with ham",semi_atomic,"meat, egg and fish",delicatessen meat and similar,88.3,11.5,,4.7,other delicatessen,,,,,1.35,81.9,0.0,protein_high,True,False,False,False,False,,,,processed_meat,,,egg-in-aspic-w-ham_8380,"Egg in aspic, w ham",8380,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_chitterling_sausage_from_guemene,chitterling_sausage_from_guemene,Chitterling sausage from Guéméné,Chitterling sausage from guemene,semi_atomic,"meat, egg and fish",delicatessen meat and similar,234.0,18.0,,18.0,other delicatessen,,,,,,,0.0,protein_high;fat_high,True,False,False,False,False,,,,processed_meat,,,chitterling-sausage-from-guemene_8501,Chitterling sausage from Guéméné,8501,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_chitterling_sausage_from_vire,chitterling_sausage_from_vire,Chitterling sausage from Vire,Chitterling sausage from vire,semi_atomic,"meat, egg and fish",delicatessen meat and similar,238.0,19.0,,18.0,other delicatessen,,,,,,,0.0,protein_high;fat_high,True,False,False,False,False,,,,processed_meat,,,chitterling-sausage-from-vire_8512,Chitterling sausage from Vire,8512,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_white_saussage_white_pudding_refrigerated,white_saussage_white_pudding_refrigerated,"White saussage, white pudding, refrigerated",White saussage,semi_atomic,"meat, egg and fish",delicatessen meat and similar,229.0,10.0,,21.0,other delicatessen,,refrigerated,,3.64,1.42,64.2,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_white,,,white-saussage-white-pudding-refrigerated_8801,"White saussage (white pudding), refrigerated",8801,white_pudding,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_horse_sausage_cervelas_type,horse_sausage_cervelas_type,"Horse sausage, cervelas type","Horse sausage, cervelas type",semi_atomic,"meat, egg and fish",delicatessen meat and similar,236.8,14.2,,20.0,other delicatessen,,,0.0,1.4,2.46,57.6,0.0,protein_high;fat_high,True,False,False,False,True,,,,processed_meat,,,horse-sausage-cervelas-type_30801,"Horse sausage, cervelas type",30801,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_european_plaice_steamed,european_plaice_steamed,"European plaice, steamed",European plaice,semi_atomic,"meat, egg and fish","fish, cooked",93.0,19.0,,1.89,,cooked,,0.0,0.0,,78.0,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,european-plaice-steamed_26003,"European plaice, steamed",26003,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_haddock_steamed,haddock_steamed,"Haddock, steamed",Haddock,semi_atomic,"meat, egg and fish","fish, cooked",89.0,20.9,,0.6,,cooked,,0.0,0.0,0.18,78.3,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,haddock-steamed_26008,"Haddock, steamed",26008,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_atlantic_herring_fried,atlantic_herring_fried,"Atlantic herring, fried",Atlantic herring,semi_atomic,"meat, egg and fish","fish, cooked",201.0,23.0,,12.1,,fried,,0.0,0.0,,,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,atlantic-herring-fried_26012,"Atlantic herring, fried",26012,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_atlantic_herring_grilled_pan_fried,atlantic_herring_grilled_pan_fried,"Atlantic herring, grilled/pan-fried",Atlantic herring,semi_atomic,"meat, egg and fish","fish, cooked",189.0,21.6,,11.4,,fried;grilled,,0.0,0.0,0.34,64.2,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,atlantic-herring-grilled-pan-fried_26014,"Atlantic herring, grilled/pan-fried",26014,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_saithe_cooked,saithe_cooked,"Saithe, cooked",Saithe,semi_atomic,"meat, egg and fish","fish, cooked",99.7,23.1,,0.81,,cooked,,0.0,0.0,0.25,75.5,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,saithe-cooked_26015,"Saithe, cooked",26015,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_lemon_sole_steamed,lemon_sole_steamed,"Lemon sole, steamed",Lemon sole,semi_atomic,"meat, egg and fish","fish, cooked",90.1,17.4,,2.27,,cooked,,0.0,0.0,0.3,76.9,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,lemon-sole-steamed_26017,"Lemon sole, steamed",26017,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_mackerel_roasted_baked,mackerel_roasted_baked,"Mackerel, roasted/baked",Mackerel,semi_atomic,"meat, egg and fish","fish, cooked",228.0,21.5,,15.8,,baked;roasted,,0.0,0.0,0.21,61.5,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,mackerel-roasted-baked_26019,"Mackerel, roasted/baked",26019,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_mackerel_fried,mackerel_fried,"Mackerel, fried",Mackerel,semi_atomic,"meat, egg and fish","fish, cooked",186.0,23.6,,10.2,,fried,,0.0,0.0,0.21,64.6,0.0,protein_high;fat_high,True,False,False,False,False,,,,fish_fatty,,,mackerel-fried_26020,"Mackerel, fried",26020,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_whiting_fried,whiting_fried,"Whiting, fried",Whiting,semi_atomic,"meat, egg and fish","fish, cooked",125.0,23.1,,3.61,,fried,,0.0,0.0,0.43,71.4,0.0,protein_high,True,False,False,False,False,,,,fish_white,,,whiting-fried_26021,"Whiting, fried",26021,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
food_whiting_steamed,whiting_steamed,"Whiting, steamed",Whiting,semi_atomic,"meat, egg and fish","fish, cooked",98.3,23.0,,0.7,,cooked,,0.0,0.0,0.28,75.2,0.0,protein_high;fat_low,True,False,False,False,False,,,,fish_white,,,whiting-steamed_26022,"Whiting, steamed",26022,,False,True,normalized_from_source_name,excluded_missing_min_macros,1,missing minimum macro set | missing: carbs_g_100g
