recipe_ingredient_id,recipe_id,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_text,quantity_grams_estimated,ingredient_role,ingredient_slot_key,is_optional,is_substitutable,substitution_group_id,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes,qc_ingredient_status,qc_notes
manual_snack_v1_1_round12_014_ingredient_002,manual_snack_v1_1_round12_014,2,45 g wholemeal bread,wholemeal bread,wholemeal_bread,45,g,45 g,45,carb_source,wholemeal_bread,0,1,,food_bread_wholemeal_or_integral_bread_made_with_flour_type_150,bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto,high,manual_snack_fooddb_match_round12,exact_fooddb_round9:bread_wholemeal_or_integral_bread_made_with_flour_type_150,accepted_auto_round12,manual_snack_v1_1_round12
manual_snack_v1_1_round12_015_ingredient_001,manual_snack_v1_1_round12_015,1,100 g ricotta,ricotta,ricotta,100,g,100 g,100,dairy,ricotta,0,1,,food_ricotta_cheese,ricotta_cheese,accepted_auto,high,manual_snack_fooddb_match_round12,exact_fooddb_round9:ricotta_cheese,accepted_auto_round12,manual_snack_v1_1_round12
manual_snack_v1_1_round12_015_ingredient_002,manual_snack_v1_1_round12_015,2,120 g apple,apple,apple,120,g,120 g,120,fruit,apple,0,1,,food_apple_pulp_and_peel_raw,apple_pulp_and_peel_raw,accepted_auto,high,manual_snack_fooddb_match_round12,exact_fooddb_round9:apple_pulp_and_peel_raw,accepted_auto_round12,manual_snack_v1_1_round12
recipes_v1_1_round26_plus10_001_ingredient_001,recipes_v1_1_round26_plus10_001,1,3 tablespoons olive oil,olive oil,olive oil,3.0,tablespoon,,40.5,fat_source,olive_oil,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_002,recipes_v1_1_round26_plus10_001,2,"1 pound skinless, boneless chicken breast halves - cut into 1 inch pieces",chicken breast halves - cut into 1 inch pieces,chicken breast halves cut into 1 inch pieces,1.0,pound,,453.59,protein,chicken_breast_halves_cut_into_1_inch_pieces,0,1,,food_chicken_breast_without_skin_raw,chicken_breast_without_skin_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_003,recipes_v1_1_round26_plus10_001,3,1 tablespoon chopped onion,chopped onion,onion,1.0,tablespoon,,,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_004,recipes_v1_1_round26_plus10_001,4,"2 cloves garlic, chopped",garlic,garlic,2.0,clove,,6.0,veg,garlic,0,1,,food_garlic_fresh,garlic_fresh,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_005,recipes_v1_1_round26_plus10_001,5,2 (14.5 ounce) cans diced tomatoes,diced tomatoes,tomatoes,2.0,can,,283.5,veg,tomatoes,0,1,,food_tomato_raw,tomato_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_006,recipes_v1_1_round26_plus10_001,6,2 cups fresh broccoli florets,fresh broccoli florets,broccoli florets,2.0,cup,,180,veg,broccoli_florets,0,1,,food_broccoli_raw,broccoli_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_007,recipes_v1_1_round26_plus10_001,7,salt and pepper to taste,salt and pepper,salt and pepper,,,,,seasoning,salt_and_pepper,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_008,recipes_v1_1_round26_plus10_001,8,1 pinch dried oregano,dried oregano,oregano,1.0,pinch,,,seasoning,oregano,0,1,,food_oregano_dried,oregano_dried,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_009,recipes_v1_1_round26_plus10_001,9,18 ounces dry penne pasta,dry penne pasta,dry penne pasta,18.0,ounce,,510.29,carb,dry_penne_pasta,0,1,,food_dried_pasta_raw,dried_pasta_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_010,recipes_v1_1_round26_plus10_001,10,"¼ cup fresh basil leaves, cut into thin strips",fresh basil leaves,basil leaves,0.25,cup,,,seasoning,basil_leaves,0,1,,food_basil_fresh,basil_fresh,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_001_ingredient_011,recipes_v1_1_round26_plus10_001,11,2 tablespoons grated Parmesan cheese,grated Parmesan cheese,parmesan cheese,2.0,tablespoon,,10,veg,parmesan_cheese,0,1,,food_parmesan_cheese_hard,parmesan_cheese_hard,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_003_ingredient_001,recipes_v1_1_round26_plus10_003,1,1 (14.6 ounce) package penne pasta,penne pasta,penne pasta,1.0,package,,170.1,carb,penne_pasta,0,1,,food_dried_pasta_raw,dried_pasta_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_003_ingredient_002,recipes_v1_1_round26_plus10_003,2,1 tablespoon olive oil,olive oil,olive oil,1.0,tablespoon,,13.5,fat_source,olive_oil,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_003_ingredient_003,recipes_v1_1_round26_plus10_003,3,1 tablespoon butter,butter,butter,1.0,tablespoon,,14.2,fat_source,butter,0,1,,food_butter_82_fat_unsalted,butter_82_fat_unsalted,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_003_ingredient_004,recipes_v1_1_round26_plus10_003,4,"1 onion, chopped",onion,onion,1.0,count,,110.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_003_ingredient_005,recipes_v1_1_round26_plus10_003,5,"3 (5 ounce) cans tuna, drained and flaked",tuna,tuna,3.0,can,,425.24,protein,tuna,0,1,,food_tuna_plain_canned_drained,tuna_plain_canned_drained,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_003_ingredient_006,recipes_v1_1_round26_plus10_003,6,1 cup heavy whipping cream,heavy whipping cream,heavy whipping cream,1.0,cup,,240,veg,heavy_whipping_cream,0,1,,food_thick_cream_30_fat_refrigerated,thick_cream_30_fat_refrigerated,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_003_ingredient_007,recipes_v1_1_round26_plus10_003,7,½ teaspoon ground nutmeg,ground nutmeg,nutmeg,0.5,teaspoon,,,veg,nutmeg,0,1,,,,unmapped,low,no_round26_safe_alias,,needs_review_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_003_ingredient_008,recipes_v1_1_round26_plus10_003,8,salt and ground black pepper to taste,salt and ground black pepper,salt and black pepper,,,,,seasoning,salt_and_black_pepper,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_003_ingredient_009,recipes_v1_1_round26_plus10_003,9,1 ¼ cups grated Parmesan cheese,grated Parmesan cheese,parmesan cheese,1.25,cup,,125.0,veg,parmesan_cheese,0,1,,food_parmesan_cheese_hard,parmesan_cheese_hard,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_004_ingredient_001,recipes_v1_1_round26_plus10_004,1,"8 medium potatoes, peeled and sliced",potatoes,potatoes,8.0,count,,1360,carb,potatoes,0,1,,food_potato_peeled_raw,potato_peeled_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_004_ingredient_002,recipes_v1_1_round26_plus10_004,2,"1 medium onion, sliced",onion,onion,1.0,count,,110.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_004_ingredient_003,recipes_v1_1_round26_plus10_004,3,"1 (14.75 ounce) can salmon, drained and flaked",salmon,salmon,1.0,can,,2126.21,protein,salmon,0,1,,food_salmon_canned_drained,salmon_canned_drained,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_004_ingredient_004,recipes_v1_1_round26_plus10_004,4,"4 tablespoons all-purpose flour, or more as needed",all-purpose flour,all purpose flour,4.0,tablespoon,,32,veg,all_purpose_flour,0,1,,food_wheat_flour_white_all_purpose_enriched_unbleached,wheat_flour_white_all_purpose_enriched_unbleached,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_004_ingredient_005,recipes_v1_1_round26_plus10_004,5,"½ teaspoon salt, or to taste",salt,salt,0.5,teaspoon,,3.0,seasoning,salt,0,1,,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_004_ingredient_006,recipes_v1_1_round26_plus10_004,6,½ teaspoon ground black pepper,ground black pepper,black pepper,0.5,teaspoon,,1.15,seasoning,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_004_ingredient_007,recipes_v1_1_round26_plus10_004,7,1 cup milk,milk,milk,1.0,cup,,245.0,veg,milk,0,1,,food_milk_semi_skimmed_pasteurised,milk_semi_skimmed_pasteurised,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_004_ingredient_008,recipes_v1_1_round26_plus10_004,8,"2 teaspoons salted butter, cut into small pieces",salted butter,salted butter,2.0,teaspoon,,9.4,fat_source,salted_butter,0,1,,food_butter_82_fat_unsalted,butter_82_fat_unsalted,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_001,recipes_v1_1_round26_plus10_005,1,1 pound lean ground beef,lean ground beef,beef,1.0,pound,,453.59,protein,beef,0,1,,food_beef_minced_steak_15_fat_raw,beef_minced_steak_15_fat_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_002,recipes_v1_1_round26_plus10_005,2,½ cup uncooked white rice,uncooked white rice,uncooked white rice,0.5,cup,,92.5,carb,uncooked_white_rice,0,1,,food_rice_raw,rice_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_003,recipes_v1_1_round26_plus10_005,3,½ cup water,water,water,0.5,cup,,120.0,veg,water,0,1,,food_water_municipal,water_municipal,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_004,recipes_v1_1_round26_plus10_005,4,½ cup chopped onion,chopped onion,onion,0.5,cup,,80,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_005,recipes_v1_1_round26_plus10_005,5,1 teaspoon salt,salt,salt,1.0,teaspoon,,6.0,seasoning,salt,0,1,,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_006,recipes_v1_1_round26_plus10_005,6,½ teaspoon celery salt,celery salt,celery salt,0.5,teaspoon,,3.0,seasoning,celery_salt,0,1,,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_007,recipes_v1_1_round26_plus10_005,7,⅛ teaspoon garlic powder,garlic powder,garlic powder,0.125,teaspoon,,0.39,veg,garlic_powder,0,1,,food_garlic_fresh,garlic_fresh,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_008,recipes_v1_1_round26_plus10_005,8,⅛ teaspoon ground black pepper,ground black pepper,black pepper,0.125,teaspoon,,0.29,seasoning,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_009,recipes_v1_1_round26_plus10_005,9,1 (15 ounce) can tomato sauce,tomato sauce,tomato sauce,1.0,can,,425.24,veg,tomato_sauce,0,1,,food_basque_style_sauce_or_tomato_sauce_with_sweet_peppers_prepacked,basque_style_sauce_or_tomato_sauce_with_sweet_peppers_prepacked,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_005_ingredient_010,recipes_v1_1_round26_plus10_005,10,1 cup water,water,water,1.0,cup,,240.0,veg,water,0,1,,food_water_municipal,water_municipal,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_006_ingredient_001,recipes_v1_1_round26_plus10_006,1,"6 green peppers, tops and seeds removed",tops and seeds removed,tops and seeds removed,6.0,count,,720,veg,tops_and_seeds_removed,0,1,,food_sweet_pepper_green_raw,sweet_pepper_green_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_006_ingredient_002,recipes_v1_1_round26_plus10_006,2,1 pound ground beef,ground beef,beef,1.0,pound,,453.59,protein,beef,0,1,,food_beef_minced_steak_15_fat_raw,beef_minced_steak_15_fat_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_006_ingredient_003,recipes_v1_1_round26_plus10_006,3,1 ½ cups cooked rice,cooked rice,rice,1.5,cup,,277.5,carb,rice,0,1,,food_rice_cooked_unsalted,rice_cooked_unsalted,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_006_ingredient_004,recipes_v1_1_round26_plus10_006,4,⅓ cup chopped celery,chopped celery,celery,0.3333,cup,,,veg,celery,0,1,,food_celery_stalk_raw,celery_stalk_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_006_ingredient_005,recipes_v1_1_round26_plus10_006,5,1 tablespoon grated onion,grated onion,onion,1.0,tablespoon,,,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_006_ingredient_006,recipes_v1_1_round26_plus10_006,6,"1 (15 ounce) can tomato sauce, divided",tomato sauce,tomato sauce,1.0,can,,425.24,veg,tomato_sauce,0,1,,food_basque_style_sauce_or_tomato_sauce_with_sweet_peppers_prepacked,basque_style_sauce_or_tomato_sauce_with_sweet_peppers_prepacked,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_006_ingredient_007,recipes_v1_1_round26_plus10_006,7,salt and ground black pepper to taste,salt and ground black pepper,salt and black pepper,,,,,seasoning,salt_and_black_pepper,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_001,recipes_v1_1_round26_plus10_007,1,¼ cup Dijon mustard,Dijon mustard,dijon mustard,0.25,cup,,,veg,dijon_mustard,0,1,,food_mustard,mustard,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_002,recipes_v1_1_round26_plus10_007,2,2 tablespoons brown sugar,brown sugar,brown sugar,2.0,tablespoon,,27.6,veg,brown_sugar,0,1,,food_sugar_brown,sugar_brown,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_003,recipes_v1_1_round26_plus10_007,3,1 teaspoon dried parsley flakes,dried parsley flakes,parsley flakes,1.0,teaspoon,,,veg,parsley_flakes,0,1,,,,unmapped,low,no_round26_safe_alias,,needs_review_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_004,recipes_v1_1_round26_plus10_007,4,½ teaspoon dried thyme,dried thyme,thyme,0.5,teaspoon,,0.45,seasoning,thyme,0,1,,,,unmapped,low,no_round26_safe_alias,,needs_review_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_005,recipes_v1_1_round26_plus10_007,5,¼ teaspoon salt,salt,salt,0.25,teaspoon,,1.5,seasoning,salt,0,1,,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_006,recipes_v1_1_round26_plus10_007,6,¼ teaspoon ground black pepper,ground black pepper,black pepper,0.25,teaspoon,,0.57,seasoning,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_007,recipes_v1_1_round26_plus10_007,7,1 ¼ pounds pork tenderloin,pork tenderloin,pork tenderloin,1.25,pound,,566.99,protein,pork_tenderloin,0,1,,food_pork_tenderloin_lean_raw,pork_tenderloin_lean_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_008,recipes_v1_1_round26_plus10_007,8,"¾ pound small potatoes (such as The Little Potato® Company), halved",potatoes (,potatoes,0.75,pound,,340.19,carb,potatoes,0,1,,food_potato_peeled_raw,potato_peeled_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_009,recipes_v1_1_round26_plus10_007,9,"1 (12 ounce) package fresh green beans, trimmed",fresh green beans,green beans,1.0,package,,340.19,protein,green_beans,0,1,,food_green_beans_cooked_unsalted,green_beans_cooked_unsalted,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_010,recipes_v1_1_round26_plus10_007,10,1 tablespoon olive oil,olive oil,olive oil,1.0,tablespoon,,13.5,fat_source,olive_oil,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_007_ingredient_011,recipes_v1_1_round26_plus10_007,11,salt and ground black pepper to taste,salt and ground black pepper,salt and black pepper,,,,,seasoning,salt_and_black_pepper,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_008_ingredient_001,recipes_v1_1_round26_plus10_008,1,1 pound ziti pasta,ziti pasta,ziti pasta,1.0,pound,,453.59,carb,ziti_pasta,0,1,,food_dried_pasta_raw,dried_pasta_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_008_ingredient_002,recipes_v1_1_round26_plus10_008,2,"1 onion, chopped",onion,onion,1.0,count,,110.0,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_008_ingredient_003,recipes_v1_1_round26_plus10_008,3,1 pound lean ground turkey,lean ground turkey,turkey,1.0,pound,,453.59,protein,turkey,0,1,,food_turkey_meat_raw,turkey_meat_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_008_ingredient_004,recipes_v1_1_round26_plus10_008,4,2 (26 ounce) jars spaghetti sauce,spaghetti sauce,spaghetti sauce,2.0,jar,,1474.17,carb,spaghetti_sauce,0,1,,food_basque_style_sauce_or_tomato_sauce_with_sweet_peppers_prepacked,basque_style_sauce_or_tomato_sauce_with_sweet_peppers_prepacked,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_008_ingredient_005,recipes_v1_1_round26_plus10_008,5,"1 carrot, chopped",carrot,carrot,1.0,count,,60,veg,carrot,0,1,,food_carrot_raw,carrot_raw,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_008_ingredient_006,recipes_v1_1_round26_plus10_008,6,"6 ounces provolone cheese, sliced",provolone cheese,provolone cheese,6.0,ounce,,170.1,veg,provolone_cheese,0,1,,,,unmapped,low,no_round26_safe_alias,,needs_review_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_008_ingredient_007,recipes_v1_1_round26_plus10_008,7,1 ½ cups reduced-fat sour cream,reduced-fat sour cream,reduced fat sour cream,1.5,cup,,360,veg,reduced_fat_sour_cream,0,1,,,,unmapped,low,no_round26_safe_alias,,needs_review_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_008_ingredient_008,recipes_v1_1_round26_plus10_008,8,"6 ounces mozzarella cheese, shredded",mozzarella cheese,mozzarella cheese,6.0,ounce,,170.1,veg,mozzarella_cheese,0,1,,food_mozzarella_cheese_from_cow_s_milk,mozzarella_cheese_from_cow_s_milk,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_1_round26_plus10_008_ingredient_009,recipes_v1_1_round26_plus10_008,9,2 tablespoons grated Parmesan cheese,grated Parmesan cheese,parmesan cheese,2.0,tablespoon,,10,veg,parmesan_cheese,0,1,,food_parmesan_cheese_hard,parmesan_cheese_hard,accepted_auto,high,round26_existing_fooddb_alias,round26_targeted_existing_fooddb_item,accepted_auto_round26,round26_plus10_targeted_lunch_dinner
recipes_v1_2_round28_plus30_001_ingredient_001,recipes_v1_2_round28_plus30_001,1,"3 cups frozen hash brown potatoes, thawed",frozen hash brown potatoes,hash brown potatoes,3.0,cup,,,carb,hash_brown_potatoes,0,1,,food_potato_peeled_raw,potato_peeled_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_001_ingredient_002,recipes_v1_2_round28_plus30_001,2,"3 tablespoons butter, melted",butter,butter,3.0,tablespoon,,42.6,fat_source,butter,0,1,,food_butter_82_fat_unsalted,butter_82_fat_unsalted,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_001_ingredient_003,recipes_v1_2_round28_plus30_001,3,"1 cup cooked ham, chopped",cooked ham,ham,1.0,cup,,,veg,ham,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_001_ingredient_004,recipes_v1_2_round28_plus30_001,4,1 cup shredded Cheddar cheese,shredded Cheddar cheese,cheddar cheese,1.0,cup,,,veg,cheddar_cheese,0,1,,,,unmapped,low,no_round28_safe_alias,,needs_review_round28,round28_plus30_targeted_expansion
recipes_v1_2_round28_plus30_001_ingredient_005,recipes_v1_2_round28_plus30_001,5,¼ cup chopped onion,chopped onion,onion,0.25,cup,,40,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round28_existing_fooddb_alias,round28_targeted_existing_fooddb_item,accepted_auto_round28,round28_plus30_targeted_expansion
