recipe_ingredient_id,recipe_id,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_text,quantity_grams_estimated,ingredient_role,ingredient_slot_key,is_optional,is_substitutable,substitution_group_id,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes,qc_ingredient_status,qc_notes
recipes_v1_2_round42_dataset_130_ingredient_001,recipes_v1_2_round42_dataset_130,1,"4 skinless, boneless chicken breast halves, cut into 1-inch pieces",chicken breast halves,chicken breast halves,4.0,count,,600,protein,chicken_breast_halves,0,1,,food_chicken_breast_without_skin_raw,chicken_breast_without_skin_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_002,recipes_v1_2_round42_dataset_130,2,"½ teaspoon salt, divided",salt,salt,0.5,teaspoon,,3.0,seasoning,salt,0,1,,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_003,recipes_v1_2_round42_dataset_130,3,"½ teaspoon ground black pepper, divided",ground black pepper,black pepper,0.5,teaspoon,,1.15,seasoning,black_pepper,0,1,,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_004,recipes_v1_2_round42_dataset_130,4,"½ teaspoon paprika, divided",paprika,paprika,0.5,teaspoon,,,veg,paprika,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_005,recipes_v1_2_round42_dataset_130,5,3 tablespoons vegetable oil,vegetable oil,vegetable oil,3.0,tablespoon,,40.5,fat_source,vegetable_oil,0,1,,food_combined_oil_blended_vegetable_oils,combined_oil_blended_vegetable_oils,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_006,recipes_v1_2_round42_dataset_130,6,"1 green bell pepper, chopped",green bell pepper,green bell pepper,1.0,count,,120,seasoning,green_bell_pepper,0,1,,food_sweet_pepper_green_yellow_or_red_raw,sweet_pepper_green_yellow_or_red_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_007,recipes_v1_2_round42_dataset_130,7,¾ cup chopped onion,chopped onion,onion,0.75,cup,,120,veg,onion,0,1,,food_onion_raw,onion_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_008,recipes_v1_2_round42_dataset_130,8,1 ½ teaspoons minced garlic,minced garlic,garlic,1.5,teaspoon,,,veg,garlic,0,1,,food_garlic_fresh,garlic_fresh,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_009,recipes_v1_2_round42_dataset_130,9,1 cup long-grain white rice,long-grain white rice,long grain white rice,1.0,cup,,185.0,carb,long_grain_white_rice,0,1,,food_rice_raw,rice_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_010,recipes_v1_2_round42_dataset_130,10,1 (14.5 ounce) can chicken broth,chicken broth,chicken broth,1.0,can,,141.75,protein,chicken_broth,0,1,,food_chicken_broth_ready_to_serve,chicken_broth_ready_to_serve,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_011,recipes_v1_2_round42_dataset_130,11,1 (14.5 ounce) can stewed tomatoes,stewed tomatoes,stewed tomatoes,1.0,can,,141.75,veg,stewed_tomatoes,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_012,recipes_v1_2_round42_dataset_130,12,½ cup white wine,white wine,white wine,0.5,cup,,,veg,white_wine,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_013,recipes_v1_2_round42_dataset_130,13,⅛ teaspoon saffron,saffron,saffron,0.125,teaspoon,,,veg,saffron,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_130_ingredient_014,recipes_v1_2_round42_dataset_130,14,1 tablespoon chopped fresh parsley,chopped fresh parsley,parsley,1.0,tablespoon,,,veg,parsley,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_138_ingredient_001,recipes_v1_2_round42_dataset_138,1,2 teaspoons olive oil,olive oil,olive oil,2.0,teaspoon,,9.0,fat_source,olive_oil,0,1,,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_138_ingredient_002,recipes_v1_2_round42_dataset_138,2,"1 pound guanciale (cured pork cheek), diced",guanciale,guanciale,1.0,pound,,453.59,veg,guanciale,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_138_ingredient_003,recipes_v1_2_round42_dataset_138,3,1 (16 ounce) package spaghetti,spaghetti,spaghetti,1.0,package,,453.59,carb,spaghetti,0,1,,food_dried_pasta_raw,dried_pasta_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_138_ingredient_004,recipes_v1_2_round42_dataset_138,4,3 large eggs,eggs,eggs,3.0,count,,150.0,protein,eggs,0,1,,food_egg_raw,egg_raw,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_138_ingredient_005,recipes_v1_2_round42_dataset_138,5,"10 tablespoons grated Pecorino Romano cheese, divided",grated Pecorino Romano cheese,pecorino romano cheese,10.0,tablespoon,,,veg,pecorino_romano_cheese,0,1,,,,unmapped,low,no_round37_safe_alias,,needs_review_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_138_ingredient_006,recipes_v1_2_round42_dataset_138,6,salt and freshly ground black pepper to taste,salt and freshly ground black pepper,salt and freshly black pepper,,,,,seasoning,salt_and_freshly_black_pepper,0,1,,,,review_needed,low,parse_review_needed,,needs_review_round42,round42_dataset_curated_expansion
recipes_v1_2_round42_dataset_143_ingredient_001,recipes_v1_2_round42_dataset_143,1,1 tablespoon vegetable oil,vegetable oil,vegetable oil,1.0,tablespoon,,13.5,fat_source,vegetable_oil,0,1,,food_combined_oil_blended_vegetable_oils,combined_oil_blended_vegetable_oils,accepted_auto,high,round37_existing_fooddb_alias,round37_targeted_existing_fooddb_item,accepted_auto_round42,round42_dataset_curated_expansion
